b'P',7943,2,04:00:00,0,b'B',1,b'UGAZ',39.16,17425
b'P',7291,2,04:00:04,0,b'B',200,b'SPY',264.4,17432
b'P',381,4,04:00:47,0,b'B',16,b'AMZN',1613.71,17445
b'P',7291,2,04:00:47,0,b'B',55,b'SPY',264.15,17446
b'P',14,2,04:00:55,0,b'B',40,b'AAPL',162.72,17449
b'P',14,2,04:00:55,0,b'B',60,b'AAPL',162.72,17450
b'P',7752,2,04:01:41,0,b'B',34,b'TQQQ',42.71,17480
b'P',7943,2,04:01:49,0,b'B',140,b'UGAZ',38.85,17484
b'P',7752,2,04:01:50,0,b'B',200,b'TQQQ',42.71,17485
b'P',5955,2,04:02:05,0,b'B',200,b'PCG',13.57,17498
b'P',14,4,04:02:30,0,b'B',100,b'AAPL',162.61,17512
b'P',14,2,04:02:34,0,b'B',100,b'AAPL',162.47,17524
b'P',14,2,04:02:46,0,b'B',100,b'AAPL',162.59,17538
b'P',14,2,04:02:47,0,b'B',300,b'AAPL',162.59,17539
b'P',14,6,04:03:35,0,b'B',400,b'AAPL',162.59,17576
b'P',4922,2,04:03:56,0,b'B',40,b'MCD',182.39,17602
b'P',5628,2,04:04:58,0,b'B',100,b'NVDA',134.0,17624
b'P',5628,2,04:05:05,0,b'B',100,b'NVDA',134.0,17636
b'P',3334,2,04:05:08,0,b'B',2,b'GLD',124.27,17637
b'P',676,2,04:05:51,0,b'B',40,b'BABA',159.5,17661
b'P',676,2,04:06:23,0,b'B',10,b'BABA',159.88,17667
b'P',676,2,04:07:29,0,b'B',10,b'BABA',159.95,17701
b'P',676,2,04:07:40,0,b'B',100,b'BABA',159.95,17708
b'P',676,2,04:07:40,0,b'B',100,b'BABA',159.95,17709
b'P',676,2,04:07:45,0,b'B',100,b'BABA',159.95,17713
b'P',676,2,04:07:54,0,b'B',100,b'BABA',159.95,17718
b'P',676,2,04:07:55,0,b'B',50,b'BABA',159.95,17719
b'P',676,2,04:07:56,0,b'B',40,b'BABA',159.95,17722
b'P',676,2,04:08:00,0,b'B',100,b'BABA',159.95,17724
b'P',676,2,04:08:17,0,b'B',25,b'BABA',159.98,17729
b'P',2728,4,04:08:52,0,b'B',52,b'FB',145.21,17748
b'P',676,2,04:09:12,0,b'B',50,b'BABA',159.92,17761
b'P',381,2,04:09:32,0,b'B',30,b'AMZN',1615.22,17770
b'P',5955,4,04:10:13,0,b'B',170,b'PCG',13.6,17777
b'P',676,2,04:10:29,0,b'B',100,b'BABA',159.92,17782
b'P',676,2,04:10:43,0,b'B',100,b'BABA',159.95,17788
b'P',676,2,04:10:45,0,b'B',100,b'BABA',159.92,17789
b'P',676,2,04:10:56,0,b'B',100,b'BABA',159.95,17794
b'P',676,10,04:10:56,0,b'B',100,b'BABA',160.0,17798
b'P',676,4,04:11:22,0,b'B',69,b'BABA',160.0,17803
b'P',676,2,04:11:25,0,b'B',7,b'BABA',160.0,17804
b'P',8095,4,04:11:31,0,b'B',100,b'VALE',11.8,17808
b'P',8095,2,04:11:37,0,b'B',1000,b'VALE',11.87,17809
b'P',8095,2,04:11:37,0,b'B',700,b'VALE',11.87,17810
b'P',676,2,04:11:40,0,b'B',100,b'BABA',160.0,17811
b'P',8095,2,04:11:45,0,b'B',1100,b'VALE',11.87,17813
b'P',676,4,04:11:54,0,b'B',89,b'BABA',160.0,17816
b'P',676,2,04:12:22,0,b'B',100,b'BABA',160.0,17827
b'P',676,2,04:12:38,0,b'B',295,b'BABA',160.0,17832
b'P',676,2,04:12:43,0,b'B',100,b'BABA',159.92,17834
b'P',331,2,04:13:06,0,b'B',130,b'AMD',20.89,17835
b'P',331,2,04:13:38,0,b'B',500,b'AMD',20.89,17849
b'P',331,2,04:13:42,0,b'B',370,b'AMD',20.89,17851
b'P',331,4,04:13:42,0,b'B',100,b'AMD',20.89,17852
b'P',676,4,04:13:54,0,b'B',70,b'BABA',159.92,17860
b'P',676,2,04:14:03,0,b'B',100,b'BABA',160.02,17873
b'P',676,2,04:15:10,0,b'B',100,b'BABA',159.92,17902
b'P',7688,2,04:17:22,0,b'B',20,b'TME',15.94,17943
b'P',676,2,04:17:33,0,b'B',30,b'BABA',159.82,17945
b'P',676,2,04:17:40,0,b'B',200,b'BABA',159.82,17946
b'P',676,2,04:17:46,0,b'B',490,b'BABA',159.82,17949
b'P',676,2,04:18:50,0,b'B',40,b'BABA',159.73,17978
b'P',7943,2,04:19:19,0,b'B',70,b'UGAZ',38.72,17990
b'P',5955,6,04:19:22,0,b'B',200,b'PCG',13.63,17993
b'P',5955,4,04:19:29,0,b'B',70,b'PCG',13.54,18007
b'P',5955,2,04:19:29,0,b'B',355,b'PCG',13.54,18008
b'P',676,2,04:19:32,0,b'B',400,b'BABA',159.81,18011
b'P',676,2,04:19:32,0,b'B',50,b'BABA',159.85,18012
b'P',676,2,04:19:38,0,b'B',100,b'BABA',159.98,18015
b'P',676,2,04:19:41,0,b'B',39,b'BABA',159.98,18016
b'P',676,2,04:19:51,0,b'B',200,b'BABA',159.83,18026
b'P',676,4,04:20:09,0,b'B',19,b'BABA',159.83,18035
b'P',5955,4,04:20:10,0,b'B',300,b'PCG',13.55,18037
b'P',331,2,04:20:15,0,b'B',1,b'AMD',20.85,18039
b'P',331,2,04:20:19,0,b'B',99,b'AMD',20.85,18040
b'P',381,2,04:20:38,0,b'B',6,b'AMZN',1618.0,18045
b'P',331,2,04:20:50,0,b'B',100,b'AMD',20.84,18048
b'P',331,4,04:20:50,0,b'B',50,b'AMD',20.84,18049
b'P',676,2,04:20:51,0,b'B',200,b'BABA',159.83,18050
b'P',331,6,04:20:57,0,b'B',38,b'AMD',20.86,18062
b'P',676,2,04:21:04,0,b'B',81,b'BABA',159.83,18064
b'P',331,2,04:22:08,0,b'B',100,b'AMD',20.85,18099
b'P',331,2,04:22:08,0,b'B',900,b'AMD',20.85,18100
b'P',331,2,04:22:21,0,b'B',150,b'AMD',20.84,18105
b'P',331,4,04:22:21,0,b'B',200,b'AMD',20.84,18106
b'P',331,10,04:22:21,0,b'B',200,b'AMD',20.82,18109
b'P',331,2,04:23:51,0,b'B',100,b'AMD',20.8,18143
b'P',331,2,04:24:14,0,b'B',100,b'AMD',20.8,18157
b'P',5955,2,04:25:47,0,b'B',250,b'PCG',13.48,18202
b'P',381,2,04:26:11,0,b'B',1,b'AMZN',1621.79,18214
b'P',7943,2,04:26:57,0,b'B',160,b'UGAZ',38.71,18228
b'P',5955,2,04:26:59,0,b'B',100,b'PCG',13.48,18240
b'P',14,2,04:27:10,0,b'B',8,b'AAPL',162.76,18242
b'P',331,2,04:27:46,0,b'B',100,b'AMD',20.79,18247
b'P',331,2,04:27:46,0,b'B',600,b'AMD',20.79,18248
b'P',331,2,04:27:47,0,b'B',100,b'AMD',20.79,18249
b'P',5955,2,04:28:03,0,b'B',50,b'PCG',13.48,18252
b'P',381,2,04:28:41,0,b'B',2,b'AMZN',1620.79,18261
b'P',7943,2,04:28:42,0,b'B',2,b'UGAZ',38.71,18263
b'P',7943,2,04:29:18,0,b'B',100,b'UGAZ',38.71,18279
b'P',676,2,04:29:41,0,b'B',7,b'BABA',159.81,18283
b'P',7943,2,04:29:43,0,b'B',100,b'UGAZ',38.71,18285
b'P',5628,2,04:30:01,0,b'B',8,b'NVDA',134.0,18302
b'P',7943,2,04:30:19,0,b'B',100,b'UGAZ',38.71,18309
b'P',676,2,04:30:29,0,b'B',75,b'BABA',159.81,18315
b'P',381,2,04:30:35,0,b'B',1,b'AMZN',1620.77,18317
b'P',8082,2,04:30:44,0,b'B',100,b'UVXY',59.41,18321
b'P',7291,2,04:31:56,0,b'B',50,b'SPY',264.25,18330
b'P',7688,2,04:32:05,0,b'B',200,b'TME',15.78,18335
b'P',676,4,04:32:06,0,b'B',3,b'BABA',160.0,18337
b'P',14,4,04:32:28,0,b'B',25,b'AAPL',163.15,18345
b'P',4922,2,04:32:39,0,b'B',60,b'MCD',182.39,18347
b'P',676,2,04:32:49,0,b'B',26,b'BABA',160.0,18352
b'P',5955,4,04:34:21,0,b'B',522,b'PCG',13.55,18377
b'P',14,2,04:34:29,0,b'B',30,b'AAPL',162.8,18381
b'P',676,2,04:35:46,0,b'B',778,b'BABA',159.85,18387
b'P',676,4,04:35:46,0,b'B',25,b'BABA',159.81,18388
b'P',331,6,04:36:14,0,b'B',100,b'AMD',20.79,18405
b'P',7843,2,04:36:54,0,b'B',60,b'TVIX',46.18,18432
b'P',14,4,04:37:23,0,b'B',75,b'AAPL',162.8,18444
b'P',5628,4,04:37:46,0,b'B',70,b'NVDA',133.81,18450
b'P',331,2,04:37:55,0,b'B',200,b'AMD',20.78,18454
b'P',331,4,04:37:59,0,b'B',400,b'AMD',20.76,18459
b'P',7943,2,04:38:08,0,b'B',400,b'UGAZ',38.73,18465
b'P',5955,6,04:38:27,0,b'B',1592,b'PCG',13.55,18474
b'P',5628,2,04:38:44,0,b'B',100,b'NVDA',133.81,18487
b'P',7688,2,04:41:41,0,b'B',8,b'TME',15.78,18542
b'P',7943,2,04:41:45,0,b'B',100,b'UGAZ',38.72,18545
b'P',5628,2,04:42:17,0,b'B',19,b'NVDA',134.0,18549
b'P',7843,2,04:42:28,0,b'B',100,b'TVIX',46.11,18552
b'P',7843,2,04:42:28,0,b'B',100,b'TVIX',46.11,18553
b'P',7943,2,04:42:39,0,b'B',3,b'UGAZ',38.72,18559
b'P',14,2,04:42:54,0,b'B',25,b'AAPL',162.76,18564
b'P',7943,2,04:42:57,0,b'B',100,b'UGAZ',38.71,18568
b'P',5628,2,04:44:03,0,b'B',13,b'NVDA',134.0,18598
b'P',8093,2,04:44:20,0,b'B',4,b'V',135.92,18607
b'P',7843,2,04:45:20,0,b'B',30,b'TVIX',46.06,18620
b'P',676,6,04:45:22,0,b'B',314,b'BABA',159.8,18623
b'P',14,2,04:46:05,0,b'B',25,b'AAPL',162.74,18631
b'P',5628,2,04:46:21,0,b'B',46,b'NVDA',134.17,18639
b'P',7943,2,04:46:32,0,b'B',100,b'UGAZ',38.64,18641
b'P',5628,2,04:46:35,0,b'B',15,b'NVDA',134.17,18642
b'P',8045,2,04:47:35,0,b'B',5,b'USLV',79.54,18662
b'P',7688,2,04:47:59,0,b'B',138,b'TME',15.78,18665
b'P',7943,2,04:48:22,0,b'B',111,b'UGAZ',38.72,18673
b'P',7843,2,04:48:25,0,b'B',10,b'TVIX',46.24,18675
b'P',4813,2,04:49:06,0,b'B',270,b'LRCX',168.1,18687
b'P',7843,2,04:49:18,0,b'B',100,b'TVIX',46.1,18688
b'P',7843,4,04:49:18,0,b'B',100,b'TVIX',46.1,18689
b'P',14,2,04:49:27,0,b'B',20,b'AAPL',162.6,18694
b'P',331,4,04:50:06,0,b'B',64,b'AMD',20.73,18705
b'P',7843,2,04:50:11,0,b'B',100,b'TVIX',46.1,18709
b'P',7843,4,04:50:11,0,b'B',100,b'TVIX',46.1,18710
b'P',7843,6,04:50:11,0,b'B',10,b'TVIX',46.1,18711
b'P',14,2,04:50:13,0,b'B',180,b'AAPL',162.6,18713
b'P',14,4,04:50:13,0,b'B',59,b'AAPL',162.57,18714
b'P',14,2,04:50:13,0,b'B',25,b'AAPL',162.51,18716
b'P',8093,2,04:50:21,0,b'B',6,b'V',135.92,18723
b'P',7943,2,04:50:56,0,b'B',10,b'UGAZ',38.67,18745
b'P',676,6,04:53:40,0,b'B',71,b'BABA',160.0,18793
b'P',676,2,04:53:40,0,b'B',1,b'BABA',160.09,18794
b'P',5955,4,04:57:53,0,b'B',40,b'PCG',13.55,18858
b'P',5628,2,04:57:58,0,b'B',30,b'NVDA',134.19,18859
b'P',5628,2,04:57:58,0,b'B',30,b'NVDA',134.19,18860
b'P',5628,2,04:57:58,0,b'B',30,b'NVDA',134.19,18861
b'P',5628,2,04:57:58,0,b'B',30,b'NVDA',134.19,18862
b'P',5628,2,04:57:58,0,b'B',30,b'NVDA',134.19,18863
b'P',5628,2,04:57:58,0,b'B',30,b'NVDA',134.19,18864
b'P',5628,2,04:57:58,0,b'B',30,b'NVDA',134.19,18865
b'P',5628,2,04:57:58,0,b'B',30,b'NVDA',134.19,18866
b'P',5628,2,04:57:58,0,b'B',30,b'NVDA',134.19,18867
b'P',5628,2,04:57:58,0,b'B',30,b'NVDA',134.19,18868
b'P',5628,2,04:57:58,0,b'B',30,b'NVDA',134.19,18869
b'P',5628,2,04:57:58,0,b'B',30,b'NVDA',134.19,18870
b'P',5628,2,04:57:59,0,b'B',30,b'NVDA',134.19,18871
b'P',5628,2,04:57:59,0,b'B',10,b'NVDA',134.19,18872
