time,stock,vwap
4:00:00,AAPL,162.62
4:00:00,AMD,20.82
4:00:00,AMZN,1615.5
4:00:00,BABA,159.89
4:00:00,FB,145.21
4:00:00,GLD,124.27
4:00:00,LRCX,168.1
4:00:00,MCD,182.39
4:00:00,NVDA,134.06
4:00:00,PCG,13.55
4:00:00,SPY,264.33
4:00:00,TME,15.79
4:00:00,TQQQ,42.71
4:00:00,TVIX,46.11
4:00:00,TWTR,32.0
4:00:00,UGAZ,38.72
4:00:00,USLV,79.54
4:00:00,UVXY,59.41
4:00:00,V,135.92
4:00:00,VALE,11.87
