time,stock,vwap
9:00:00,CSU,7.14
9:00:00,CSWC,21.71
9:00:00,CSWI,50.84
9:00:00,CSX,65.6
9:00:00,CTAA,23.76
9:00:00,CTAS,183.44
9:00:00,CTB,34.22
9:00:00,CTBB,20.16
9:00:00,CTBI,41.26
9:00:00,CTIB,3.0
9:00:00,CTIC,1.04
9:00:00,CTK,11.44
9:00:00,CTL,14.6
9:00:00,CTLT,36.23
9:00:00,CTMX,16.43
9:00:00,CTR,9.6
9:00:00,CTRE,21.62
9:00:00,CTRL,19.14
9:00:00,CTRN,20.83
9:00:00,CTRP,31.89
9:00:00,CTRV,0.33
9:00:00,CTS,27.57
9:00:00,CTSH,68.75
9:00:00,CTT,8.9
9:00:00,CTV,22.31
9:00:00,CTWS,66.46
9:00:00,CTXS,101.42
9:00:00,CTY,19.69
9:00:00,CUB,63.67
9:00:00,CUBE,30.58
9:00:00,CUE,4.97
9:00:00,CUI,1.48
9:00:00,CUK,56.49
9:00:00,CULP,18.13
9:00:00,CURO,12.16
9:00:00,CUTR,13.6
9:00:00,CUZ,8.77
9:00:00,CVA,15.76
9:00:00,CVBF,22.13
9:00:00,CVCO,154.74
9:00:00,CVCY,19.93
9:00:00,CVE,7.98
9:00:00,CVEO,2.28
9:00:00,CVGI,7.19
9:00:00,CVGW,81.67
9:00:00,CVI,39.5
9:00:00,CVIA,4.95
9:00:00,CVLT,64.4
9:00:00,CVLY,22.15
9:00:00,CVNA,37.71
9:00:00,CVS,66.33
9:00:00,CVTI,23.9
9:00:00,CVX,112.59
9:00:00,CW,112.23
9:00:00,CWB,49.61
9:00:00,CWCO,12.55
9:00:00,CWEB,24.01
9:00:00,CWEN,15.36
9:00:00,CWEN.A,14.81
9:00:00,CWH,13.86
9:00:00,CWK,15.73
9:00:00,CWST,30.39
9:00:00,CWT,46.53
9:00:00,CX,5.28
9:00:00,CXO,118.72
9:00:00,CXSE,66.93
9:00:00,CXW,19.62
9:00:00,CY,13.77
9:00:00,CYAN,3.01
9:00:00,CYBR,84.45
9:00:00,CYD,16.4
9:00:00,CYH,3.74
9:00:00,CYOU,20.24
9:00:00,CYRN,2.56
9:00:00,CYRX,9.67
9:00:00,CYTK,6.76
9:00:00,CZNC,24.35
9:00:00,CZR,8.94
9:00:00,CZZ,10.6
9:00:00,D,68.97
9:00:00,DAKT,7.45
9:00:00,DAL,48.65
9:00:00,DAN,17.46
9:00:00,DAR,21.14
9:00:00,DATA,127.09
9:00:00,DB,9.21
9:00:00,DBC,15.56
9:00:00,DBD,4.06
9:00:00,DBEF,29.56
9:00:00,DBJP,38.54
9:00:00,DBVT,6.42
9:00:00,DBX,23.51
9:00:00,DCI,46.72
9:00:00,DCOM,19.61
9:00:00,DCP,33.21
9:00:00,DCPH,26.07
9:00:00,DDD,12.06
9:00:00,DDM,42.57
9:00:00,DDS,66.5
9:00:00,DE,160.78
9:00:00,DEA,17.7
9:00:00,DECK,125.96
9:00:00,DEI,37.32
9:00:00,DELL,47.36
9:00:00,DEM,43.33
9:00:00,DENN,17.72
9:00:00,DEO,144.78
9:00:00,DERM,6.6
9:00:00,DESP,14.82
9:00:00,DF,3.91
9:00:00,DFE,57.68
9:00:00,DFEN,40.42
9:00:00,DFIN,14.5
9:00:00,DFJ,67.5
9:00:00,DFNL,21.97
9:00:00,DFRG,7.87
9:00:00,DFS,67.06
9:00:00,DG,115.27
9:00:00,DGAZ,89.2
9:00:00,DGII,11.41
9:00:00,DGLD,44.07
9:00:00,DGLY,3.65
9:00:00,DGRW,40.13
9:00:00,DGX,86.24
9:00:00,DHI,36.43
9:00:00,DHIL,157.1
9:00:00,DHR,106.36
9:00:00,DHT,4.0
9:00:00,DIA,248.37
9:00:00,DIN,76.44
9:00:00,DIOD,32.42
9:00:00,DIS,109.67
9:00:00,DISCA,25.7
9:00:00,DISCK,24.0
9:00:00,DISH,29.28
9:00:00,DJP,22.5
9:00:00,DK,30.49
9:00:00,DKS,34.75
9:00:00,DLA,23.24
9:00:00,DLB,61.96
9:00:00,DLHC,4.93
9:00:00,DLPH,17.39
9:00:00,DLR,107.48
9:00:00,DLTH,23.11
9:00:00,DLTR,96.23
9:00:00,DLX,47.08
9:00:00,DMLP,16.5
9:00:00,DMRC,19.91
9:00:00,DNB,144.63
9:00:00,DNBF,34.87
9:00:00,DNKN,68.43
9:00:00,DNLI,18.8
9:00:00,DNOW,13.51
9:00:00,DNR,2.04
9:00:00,DO,10.89
9:00:00,DOC,17.62
9:00:00,DOCU,48.87
9:00:00,DOG,57.55
9:00:00,DOMO,25.09
9:00:00,DOOO,29.16
9:00:00,DOOR,55.05
9:00:00,DORM,86.6
9:00:00,DOV,86.88
9:00:00,DOVA,7.72
9:00:00,DOX,55.5
9:00:00,DPLO,13.35
9:00:00,DPW,0.09
9:00:00,DPZ,278.75
9:00:00,DQ,33.94
9:00:00,DRE,29.56
9:00:00,DRH,10.01
9:00:00,DRI,106.91
9:00:00,DRIO,0.72
9:00:00,DRNA,10.01
9:00:00,DRQ,37.37
9:00:00,DRRX,0.6
9:00:00,DRUA,23.9
9:00:00,DRYS,5.13
9:00:00,DS,4.23
9:00:00,DSGX,30.44
9:00:00,DSKE,4.11
9:00:00,DSL,18.93
9:00:00,DSW,26.92
9:00:00,DSX,2.95
9:00:00,DTE,114.83
9:00:00,DTEA,1.51
9:00:00,DTYS,19.85
9:00:00,DUK,85.61
9:00:00,DUST,20.28
9:00:00,DVA,57.08
9:00:00,DVAX,10.91
9:00:00,DVD,1.99
9:00:00,DVLU,17.29
9:00:00,DVN,27.15
9:00:00,DVY,93.45
9:00:00,DVYE,41.05
9:00:00,DWDP,59.07
9:00:00,DWSN,3.7
9:00:00,DWT,9.35
9:00:00,DWX,36.8
9:00:00,DX,6.02
9:00:00,DXC,62.69
9:00:00,DXCM,141.61
9:00:00,DXD,31.12
9:00:00,DXJ,49.89
9:00:00,DXJS,38.62
9:00:00,DXLG,2.65
9:00:00,DXPE,31.45
9:00:00,DXR,14.8
9:00:00,DY,56.92
9:00:00,DZZ,5.53
9:00:00,E,33.46
9:00:00,EA,87.4
9:00:00,EAF,12.57
9:00:00,EARS,0.43
9:00:00,EAST,6.07
9:00:00,EAT,41.91
9:00:00,EB,30.9
9:00:00,EBAY,33.7
9:00:00,EBAYL,26.05
9:00:00,EBIX,55.59
9:00:00,EBR,9.76
9:00:00,EBS,60.45
9:00:00,EBSB,15.87
9:00:00,EBTC,31.11
9:00:00,EC,18.19
9:00:00,ECA,6.91
9:00:00,ECC,15.43
9:00:00,ECF,8.98
9:00:00,ECH,45.58
9:00:00,ECHO,23.77
9:00:00,ECL,155.78
9:00:00,ECOL,62.07
9:00:00,ECOR,6.19
9:00:00,ECPG,28.84
9:00:00,ECR,1.16
9:00:00,ED,75.87
9:00:00,EDC,76.92
9:00:00,EDGE,0.43
9:00:00,EDIT,20.88
9:00:00,EDU,76.9
9:00:00,EDUC,7.92
9:00:00,EDV,112.46
9:00:00,EDZ,47.39
9:00:00,EE,51.11
9:00:00,EEFT,113.83
9:00:00,EEM,42.05
9:00:00,EEMA,64.45
9:00:00,EEMV,58.32
9:00:00,EEX,13.89
9:00:00,EFA,62.23
9:00:00,EFAV,69.23
9:00:00,EFII,24.79
9:00:00,EFSC,44.92
9:00:00,EFV,47.91
9:00:00,EFX,104.74
9:00:00,EGAN,7.1
9:00:00,EGBN,55.58
9:00:00,EGHT,16.77
9:00:00,EGLE,4.09
9:00:00,EGO,2.81
9:00:00,EGOV,14.11
9:00:00,EGP,102.02
9:00:00,EGRX,41.27
9:00:00,EHC,67.62
9:00:00,EHTH,56.93
9:00:00,EIDO,26.66
9:00:00,EIDX,12.03
9:00:00,EIG,41.75
9:00:00,EIGI,7.88
9:00:00,EIX,55.33
9:00:00,EKSO,2.01
9:00:00,EL,132.76
9:00:00,ELAN,30.39
9:00:00,ELF,8.48
9:00:00,ELGX,0.78
9:00:00,ELLI,73.34
9:00:00,ELP,9.85
9:00:00,ELS,103.67
9:00:00,ELY,15.92
9:00:00,EMB,107.14
9:00:00,EMCF,29.65
9:00:00,EMCI,32.7
9:00:00,EME,63.89
9:00:00,EMES,2.85
9:00:00,EMHY,46.19
9:00:00,EMLC,34.09
9:00:00,EMN,81.67
9:00:00,EMO,9.61
9:00:00,EMR,64.37
9:00:00,ENB,36.55
9:00:00,ENDP,9.52
9:00:00,ENIA,10.15
9:00:00,ENLC,10.75
9:00:00,ENPH,7.18
9:00:00,ENR,45.72
9:00:00,ENS,84.65
9:00:00,ENSG,42.18
9:00:00,ENTA,77.27
9:00:00,ENTG,33.56
9:00:00,ENV,52.1
9:00:00,ENVA,22.67
9:00:00,EOG,99.5
9:00:00,EOLS,15.39
9:00:00,EPAM,138.54
9:00:00,EPAY,49.55
9:00:00,EPC,39.14
9:00:00,EPD,27.4
9:00:00,EPHE,34.34
9:00:00,EPI,23.49
9:00:00,EPM,7.51
9:00:00,EPOL,23.73
9:00:00,EPP,43.46
9:00:00,EPR,72.08
9:00:00,EPZM,9.52
9:00:00,EQ,9.1
9:00:00,EQBK,32.34
9:00:00,EQC,31.85
9:00:00,EQH,18.43
9:00:00,EQIX,381.26
9:00:00,EQM,46.48
9:00:00,EQNR,22.5
9:00:00,EQR,72.0
9:00:00,EQT,19.91
9:00:00,ERF,8.77
9:00:00,ERI,44.86
9:00:00,ERIC,8.79
9:00:00,ERIE,143.48
9:00:00,ERII,7.52
9:00:00,ERJ,20.94
9:00:00,EROS,9.08
9:00:00,ERX,19.68
9:00:00,ES,67.23
9:00:00,ESCA,11.85
9:00:00,ESE,63.94
9:00:00,ESGE,33.26
9:00:00,ESGR,177.33
9:00:00,ESGRP,25.17
9:00:00,ESIO,30.0
9:00:00,ESL,121.56
9:00:00,ESLT,122.29
9:00:00,ESND,12.81
9:00:00,ESNT,38.58
9:00:00,ESPR,44.54
9:00:00,ESRT,15.26
9:00:00,ESS,268.74
9:00:00,ESSA,15.22
9:00:00,ESTA,27.37
9:00:00,ESTC,81.87
9:00:00,ESV,4.57
9:00:00,ESXB,7.41
9:00:00,ET,14.21
9:00:00,ETB,14.4
9:00:00,ETFC,46.28
9:00:00,ETH,17.72
9:00:00,ETM,7.17
9:00:00,ETN,71.68
9:00:00,ETP-C,24.05
9:00:00,ETR,86.68
9:00:00,ETRN,20.68
9:00:00,ETSY,53.76
9:00:00,EUFN,18.16
9:00:00,EURN,7.8
9:00:00,EV,38.41
9:00:00,EVBG,59.99
9:00:00,EVC,3.79
9:00:00,EVER,5.44
9:00:00,EVH,16.81
9:00:00,EVI,36.13
9:00:00,EVLO,9.03
9:00:00,EVLV,0.6
9:00:00,EVN,11.58
9:00:00,EVOP,25.25
9:00:00,EVR,89.03
9:00:00,EVRG,56.71
9:00:00,EVRI,6.64
9:00:00,EVTC,27.45
9:00:00,EW,167.16
9:00:00,EWA,20.48
9:00:00,EWBC,52.06
9:00:00,EWC,26.81
9:00:00,EWG,26.77
9:00:00,EWH,24.28
9:00:00,EWI,26.02
9:00:00,EWJ,53.76
9:00:00,EWL,33.1
9:00:00,EWM,30.27
9:00:00,EWN,28.27
9:00:00,EWP,28.59
9:00:00,EWQ,27.88
9:00:00,EWS,23.37
9:00:00,EWT,32.35
9:00:00,EWU,31.22
9:00:00,EWW,44.47
9:00:00,EWY,64.2
9:00:00,EWZ,44.06
9:00:00,EWZS,16.53
9:00:00,EXAS,86.13
9:00:00,EXC,46.25
9:00:00,EXEL,23.1
9:00:00,EXK,2.12
9:00:00,EXLS,55.94
9:00:00,EXP,72.05
9:00:00,EXPD,68.5
9:00:00,EXPE,117.55
9:00:00,EXPI,10.77
9:00:00,EXPO,48.91
9:00:00,EXPR,5.37
9:00:00,EXR,96.62
9:00:00,EXTN,17.1
9:00:00,EXTR,6.98
9:00:00,EYE,31.62
9:00:00,EYEN,3.79
9:00:00,EYPT,2.26
9:00:00,EZA,55.29
9:00:00,EZPW,9.12
9:00:00,EZU,37.16
9:00:00,F,8.56
9:00:00,FAF,48.95
9:00:00,FAMI,4.76
9:00:00,FANG,101.15
9:00:00,FANH,24.49
9:00:00,FARM,24.78
9:00:00,FARO,40.73
9:00:00,FAS,56.52
9:00:00,FAST,59.56
9:00:00,FATE,14.15
9:00:00,FAZ,10.56
9:00:00,FB,146.74
9:00:00,FBC,30.26
9:00:00,FBHS,42.73
9:00:00,FBIO,1.43
9:00:00,FBIZ,21.07
9:00:00,FBK,34.32
9:00:00,FBM,9.21
9:00:00,FBMS,31.82
9:00:00,FBNC,37.62
9:00:00,FBND,48.92
9:00:00,FBP,10.43
9:00:00,FC,23.99
9:00:00,FCAU,16.74
9:00:00,FCBC,34.3
9:00:00,FCBP,21.42
9:00:00,FCCO,19.83
9:00:00,FCCY,19.54
9:00:00,FCEL,0.51
9:00:00,FCF,13.9
9:00:00,FCFS,82.8
9:00:00,FCG,17.21
9:00:00,FCN,66.6
9:00:00,FCPT,27.6
9:00:00,FCX,10.76
9:00:00,FDC,24.96
9:00:00,FDEF,28.04
9:00:00,FDN,127.99
9:00:00,FDP,31.19
9:00:00,FDS,211.01
9:00:00,FDX,174.02
9:00:00,FE,38.55
9:00:00,FELE,46.66
9:00:00,FET,4.94
9:00:00,FEYE,17.42
9:00:00,FEZ,35.01
9:00:00,FF,17.76
9:00:00,FFBC,26.37
9:00:00,FFEU,79.92
9:00:00,FFHL,2.2
9:00:00,FFIC,22.27
9:00:00,FFIN,62.5
9:00:00,FFIV,158.39
9:00:00,FFNW,15.38
9:00:00,FFWM,15.06
9:00:00,FG,7.7
9:00:00,FGBI,21.77
9:00:00,FGEN,54.22
9:00:00,FGM,41.82
9:00:00,FGP,1.08
9:00:00,FHB,26.4
9:00:00,FHK,35.62
9:00:00,FHN,14.82
9:00:00,FI,5.74
9:00:00,FIBK,38.9
9:00:00,FICO,214.84
9:00:00,FII,26.51
9:00:00,FIS,103.96
9:00:00,FISI,27.39
9:00:00,FISV,84.25
9:00:00,FIT,6.05
9:00:00,FITB,27.29
9:00:00,FITBI,27.6
9:00:00,FIVE,122.68
9:00:00,FIVN,48.3
9:00:00,FIX,47.45
9:00:00,FIXX,19.94
9:00:00,FIZZ,82.15
9:00:00,FL,56.86
9:00:00,FLDM,8.58
9:00:00,FLEX,8.93
9:00:00,FLIC,20.94
9:00:00,FLIR,47.12
9:00:00,FLKS,0.32
9:00:00,FLL,2.24
9:00:00,FLMN,8.2
9:00:00,FLNT,4.55
9:00:00,FLO,19.14
9:00:00,FLOT,50.75
9:00:00,FLOW,32.84
9:00:00,FLR,36.21
9:00:00,FLS,43.06
9:00:00,FLT,198.31
9:00:00,FLWS,13.45
9:00:00,FLXN,13.92
9:00:00,FLXS,24.56
9:00:00,FMAO,31.04
9:00:00,FMBH,32.8
9:00:00,FMBI,22.21
9:00:00,FMC,80.31
9:00:00,FMNB,13.05
9:00:00,FMS,36.33
9:00:00,FMX,91.59
9:00:00,FN,55.37
9:00:00,FNB,11.74
9:00:00,FNB-E,27.2
9:00:00,FNCB,9.99
9:00:00,FND,32.83
9:00:00,FNDA,35.9
9:00:00,FNF,35.23
9:00:00,FNJN,2.66
9:00:00,FNKO,17.22
9:00:00,FNLC,25.78
9:00:00,FNSR,21.47
9:00:00,FNV,76.43
9:00:00,FNWB,15.31
9:00:00,FNX,64.16
9:00:00,FOCS,28.81
9:00:00,FOE,16.55
9:00:00,FOLD,11.38
9:00:00,FOMX,3.56
9:00:00,FONR,21.79
9:00:00,FOR,15.86
9:00:00,FORM,14.53
9:00:00,FORR,44.01
9:00:00,FOSL,17.53
9:00:00,FOX,48.65
9:00:00,FOXA,49.05
9:00:00,FOXF,59.23
9:00:00,FPAY,0.78
9:00:00,FPE,18.58
9:00:00,FPH,7.45
9:00:00,FPRX,11.02
9:00:00,FR,32.32
9:00:00,FRAC,9.56
9:00:00,FRAN,0.81
9:00:00,FRBA,11.02
9:00:00,FRC,96.12
9:00:00,FRC-G,24.47
9:00:00,FRED,2.63
9:00:00,FRGI,14.85
9:00:00,FRME,37.28
9:00:00,FRO,5.28
9:00:00,FRPH,49.8
9:00:00,FRPT,36.76
9:00:00,FRSX,2.02
9:00:00,FRT,130.31
9:00:00,FRTA,4.71
9:00:00,FSB,33.43
9:00:00,FSBW,50.69
9:00:00,FSCT,29.43
9:00:00,FSK,6.27
9:00:00,FSLR,50.59
9:00:00,FSM,3.83
9:00:00,FSMB,20.14
9:00:00,FSNN,2.03
9:00:00,FSP,7.25
9:00:00,FSS,21.5
9:00:00,FSV,80.91
9:00:00,FTAC,9.67
9:00:00,FTACW,0.8
9:00:00,FTAI,14.65
9:00:00,FTC,61.5
9:00:00,FTCH,20.03
9:00:00,FTD,2.42
9:00:00,FTDR,29.76
9:00:00,FTEC,52.32
9:00:00,FTEK,1.2
9:00:00,FTF,9.43
9:00:00,FTFT,0.8
9:00:00,FTI,22.93
9:00:00,FTK,2.56
9:00:00,FTNT,73.93
9:00:00,FTNW,1.96
9:00:00,FTR,1.85
9:00:00,FTS,35.25
9:00:00,FTSI,7.79
9:00:00,FTSM,60.02
9:00:00,FTSV,14.54
9:00:00,FTV,73.7
9:00:00,FTXD,21.53
9:00:00,FTXO,25.52
9:00:00,FUL,48.08
9:00:00,FULT,16.22
9:00:00,FUNC,16.05
9:00:00,FVCB,17.3
9:00:00,FWONA,30.07
9:00:00,FWONK,30.74
9:00:00,FWRD,58.17
9:00:00,FXD,39.98
9:00:00,FXI,42.07
9:00:00,G,29.44
9:00:00,GAIA,11.03
9:00:00,GALT,4.97
9:00:00,GARS,7.35
9:00:00,GASS,3.08
9:00:00,GATX,76.43
9:00:00,GBCI,42.59
9:00:00,GBDC,18.13
9:00:00,GBLI,32.56
9:00:00,GBT,45.5
9:00:00,GBX,42.2
9:00:00,GCAP,6.63
9:00:00,GCBC,30.53
9:00:00,GCO,48.72
9:00:00,GCP,25.45
9:00:00,GCV,4.92
9:00:00,GD,166.83
9:00:00,GDDY,65.93
9:00:00,GDI,24.37
9:00:00,GDOT,73.29
9:00:00,GDS,25.45
9:00:00,GDX,21.82
9:00:00,GDXJ,31.85
9:00:00,GE,9.0
9:00:00,GECC,8.05
9:00:00,GEF,38.74
9:00:00,GEL,21.06
9:00:00,GEM,32.35
9:00:00,GENC,13.49
9:00:00,GEO,22.58
9:00:00,GER,5.44
9:00:00,GERN,1.03
9:00:00,GES,19.18
9:00:00,GEVO,2.65
9:00:00,GFF,13.89
9:00:00,GFI,4.01
9:00:00,GFN,9.14
9:00:00,GG,10.83
9:00:00,GGAL,34.87
9:00:00,GGB,4.34
9:00:00,GGG,43.3
9:00:00,GGT,8.18
9:00:00,GH,40.34
9:00:00,GHDX,73.08
9:00:00,GHL,28.54
9:00:00,GHY,13.64
9:00:00,GIB,64.18
9:00:00,GIII,34.19
9:00:00,GIL,33.89
9:00:00,GILD,69.38
9:00:00,GIS,43.77
9:00:00,GKOS,59.64
9:00:00,GLBS,3.37
9:00:00,GLD,123.9
9:00:00,GLDD,7.08
9:00:00,GLG,1.53
9:00:00,GLIBA,44.5
9:00:00,GLL,70.13
9:00:00,GLMD,7.36
9:00:00,GLNG,21.61
9:00:00,GLOB,69.0
9:00:00,GLOG,18.14
9:00:00,GLOP,22.41
9:00:00,GLOP-B,22.17
9:00:00,GLP,19.07
9:00:00,GLPG,102.38
9:00:00,GLPI,36.65
9:00:00,GLRE,10.15
9:00:00,GLT,12.78
9:00:00,GLUU,9.43
9:00:00,GLW,33.4
9:00:00,GLYC,10.51
9:00:00,GM,38.24
9:00:00,GME,11.2
9:00:00,GMED,43.3
9:00:00,GMLP,13.01
9:00:00,GMS,18.74
9:00:00,GMTA,24.88
9:00:00,GMZ,8.55
9:00:00,GNC,3.08
9:00:00,GNE,8.9
9:00:00,GNK,7.02
9:00:00,GNL,19.71
9:00:00,GNMK,6.54
9:00:00,GNMX,0.19
9:00:00,GNRC,52.3
9:00:00,GNTX,21.28
9:00:00,GNTY,29.73
9:00:00,GNW,4.66
9:00:00,GOEX,21.45
9:00:00,GOGL,5.02
9:00:00,GOGO,3.98
9:00:00,GOL,13.02
9:00:00,GOLD,12.86
9:00:00,GOLF,22.81
9:00:00,GOOD,19.76
9:00:00,GOOG,1073.59
9:00:00,GOOGL,1083.26
9:00:00,GOOS,50.08
9:00:00,GPC,98.81
9:00:00,GPI,60.36
9:00:00,GPK,12.15
9:00:00,GPMT,19.38
9:00:00,GPN,111.62
9:00:00,GPOR,8.48
9:00:00,GPRE,14.11
9:00:00,GPRK,16.69
9:00:00,GPRO,4.95
9:00:00,GPS,25.42
9:00:00,GPX,15.02
9:00:00,GRA,70.77
9:00:00,GRBK,8.61
9:00:00,GRC,33.46
9:00:00,GRFS,18.57
9:00:00,GRIF,33.6
9:00:00,GRMN,68.65
9:00:00,GRPN,3.68
9:00:00,GRSHU,10.25
9:00:00,GRTS,13.61
9:00:00,GRUB,78.66
9:00:00,GRVY,37.42
9:00:00,GS,200.31
9:00:00,GS-N,26.12
9:00:00,GSAT,0.66
9:00:00,GSBC,53.46
9:00:00,GSH,20.03
9:00:00,GSHD,27.79
9:00:00,GSIT,7.72
9:00:00,GSK,39.08
9:00:00,GSKY,10.97
9:00:00,GSLC,53.22
9:00:00,GSM,2.28
9:00:00,GSP,14.36
9:00:00,GSUM,2.02
9:00:00,GSVC,5.63
9:00:00,GT,20.47
9:00:00,GTE,2.38
9:00:00,GTES,14.66
9:00:00,GTHX,20.95
9:00:00,GTLS,72.95
9:00:00,GTN.A,14.77
9:00:00,GTS,20.14
9:00:00,GTT,28.62
9:00:00,GTX,15.46
9:00:00,GTY,31.45
9:00:00,GUNR,31.62
9:00:00,GURE,1.15
9:00:00,GUSH,11.26
9:00:00,GVA,43.21
9:00:00,GWB,35.07
9:00:00,GWPH,137.43
9:00:00,GWR,78.1
9:00:00,GWRE,84.64
9:00:00,GWRS,9.6
9:00:00,GWW,294.13
9:00:00,H,69.28
9:00:00,HA,29.08
9:00:00,HABT,10.24
9:00:00,HACK,36.49
9:00:00,HAE,96.66
9:00:00,HAFC,22.33
9:00:00,HAIN,17.88
9:00:00,HAL,31.02
9:00:00,HALL,9.6
9:00:00,HALO,15.99
9:00:00,HAS,90.82
9:00:00,HASI,22.49
9:00:00,HAYN,31.57
9:00:00,HBAN,13.53
9:00:00,HBB,26.54
9:00:00,HBCP,36.58
9:00:00,HBI,15.18
9:00:00,HBIO,3.15
9:00:00,HBMD,13.93
9:00:00,HBNC,16.74
9:00:00,HBP,2.47
9:00:00,HCA,138.13
9:00:00,HCAP,10.99
9:00:00,HCC,27.68
9:00:00,HCCI,25.67
9:00:00,HCHC,3.31
9:00:00,HCLP,4.44
9:00:00,HCM,22.32
9:00:00,HCP,30.67
9:00:00,HCSG,43.36
9:00:00,HD,180.72
9:00:00,HDB,95.4
9:00:00,HDS,41.16
9:00:00,HE,36.35
9:00:00,HEAR,14.37
9:00:00,HEB,0.23
9:00:00,HEDJ,60.22
9:00:00,HEES,26.06
9:00:00,HEI,81.29
9:00:00,HELE,115.24
9:00:00,HEP,30.58
9:00:00,HES,52.35
9:00:00,HEWG,25.24
9:00:00,HEWJ,29.82
9:00:00,HEWL,25.65
9:00:00,HEXO,5.21
9:00:00,HFC,54.53
9:00:00,HFWA,31.35
9:00:00,HGH,28.32
9:00:00,HGV,30.48
9:00:00,HHC,108.51
9:00:00,HI,43.07
9:00:00,HIBB,16.71
9:00:00,HIFR,21.05
9:00:00,HIFS,180.21
9:00:00,HIG,46.09
9:00:00,HII,206.05
9:00:00,HIIQ,36.89
9:00:00,HIL,3.37
9:00:00,HIMX,3.89
9:00:00,HK,1.65
9:00:00,HL,2.59
9:00:00,HLF,58.67
9:00:00,HLG,35.61
9:00:00,HLI,44.66
9:00:00,HLNE,36.78
9:00:00,HLT,73.97
9:00:00,HLX,7.07
9:00:00,HMC,29.77
9:00:00,HMHC,10.03
9:00:00,HMI,11.47
9:00:00,HMLP,17.68
9:00:00,HMNY,0.01
9:00:00,HMST,24.52
9:00:00,HMSY,28.36
9:00:00,HMTV,12.83
9:00:00,HMY,1.95
9:00:00,HNGR,20.46
9:00:00,HNI,37.86
9:00:00,HOG,34.77
9:00:00,HOLI,19.88
9:00:00,HOLX,44.5
9:00:00,HOMB,18.37
9:00:00,HOME,22.09
9:00:00,HON,141.56
9:00:00,HONE,15.21
9:00:00,HOPE,14.76
9:00:00,HOV,0.69
9:00:00,HP,53.58
9:00:00,HPE,15.5
9:00:00,HPP,32.08
9:00:00,HPQ,22.12
9:00:00,HPR,2.76
9:00:00,HPT,26.31
9:00:00,HQH,20.36
9:00:00,HQL,17.07
9:00:00,HQY,62.84
9:00:00,HR,31.64
9:00:00,HRB,25.65
9:00:00,HRC,98.64
9:00:00,HRI,35.79
9:00:00,HRL,41.79
9:00:00,HRS,150.93
9:00:00,HRTG,14.56
9:00:00,HRTX,26.05
9:00:00,HSBC,42.51
9:00:00,HSC,20.96
9:00:00,HSDT,7.18
9:00:00,HSGX,0.14
9:00:00,HSIC,77.13
9:00:00,HSII,32.47
9:00:00,HSKA,96.32
9:00:00,HST,17.99
9:00:00,HSTM,24.81
9:00:00,HSY,105.6
9:00:00,HT,18.19
9:00:00,HTBI,26.79
9:00:00,HTBK,13.23
9:00:00,HTBX,1.42
9:00:00,HTGC,12.78
9:00:00,HTGM,2.09
9:00:00,HTH,18.55
9:00:00,HTHT,31.15
9:00:00,HTLD,19.75
9:00:00,HTLF,46.05
9:00:00,HTZ,15.92
9:00:00,HUBB,108.0
9:00:00,HUBG,44.5
9:00:00,HUD,13.11
9:00:00,HUM,305.22
9:00:00,HUN,22.52
9:00:00,HURN,47.46
9:00:00,HUYA,20.33
9:00:00,HVT,19.94
9:00:00,HWC,42.09
9:00:00,HWCC,6.32
9:00:00,HWCPL,25.36
9:00:00,HX,2.56
9:00:00,HXL,67.01
9:00:00,HY,67.59
9:00:00,HYD,61.28
9:00:00,HYG,84.4
9:00:00,HYGS,7.4
9:00:00,HYI,13.85
9:00:00,HYLS,46.79
9:00:00,HYRE,4.29
9:00:00,HYS,98.34
9:00:00,HYZD,23.11
9:00:00,HZN,1.85
9:00:00,HZNP,20.54
9:00:00,HZO,17.73
9:00:00,I,22.62
9:00:00,IAC,206.23
9:00:00,IAG,3.55
9:00:00,IART,45.92
9:00:00,IAU,12.56
9:00:00,IBB,106.91
9:00:00,IBCP,22.08
9:00:00,IBDN,24.52
9:00:00,IBDP,24.29
9:00:00,IBDQ,24.2
9:00:00,IBKC,74.87
9:00:00,IBKR,50.92
9:00:00,IBM,133.96
9:00:00,IBN,10.39
9:00:00,IBOC,35.71
9:00:00,IBP,40.35
9:00:00,IBTX,53.03
9:00:00,IBUY,45.7
9:00:00,ICAD,5.24
9:00:00,ICBK,17.36
9:00:00,ICE,75.2
9:00:00,ICFI,62.69
9:00:00,ICHR,20.0
9:00:00,ICL,5.86
9:00:00,ICLK,5.49
9:00:00,ICLN,9.3
9:00:00,ICLR,135.84
9:00:00,ICON,0.13
9:00:00,ICPT,114.96
9:00:00,ICUI,242.68
9:00:00,ICVT,55.12
9:00:00,IDA,94.0
9:00:00,IDCC,71.24
9:00:00,IDEX,1.24
9:00:00,IDRA,2.71
9:00:00,IDSY,6.04
9:00:00,IDTI,48.76
9:00:00,IDV,30.64
9:00:00,IDXX,206.07
9:00:00,IEF,104.03
9:00:00,IEFA,58.32
9:00:00,IEI,121.36
9:00:00,IEMG,50.55
9:00:00,IEP,67.29
9:00:00,IESC,16.87
9:00:00,IEUR,43.84
9:00:00,IEV,41.39
9:00:00,IEX,133.04
9:00:00,IFF,139.53
9:00:00,IFRX,33.56
9:00:00,IGBH,24.62
9:00:00,IGD,6.45
9:00:00,IGE,30.28
9:00:00,IGHG,73.25
9:00:00,IGI,19.11
